Title,Duration,MPA,Rating,grossWorldWide,directors,writers,stars,genres,countries_origin,filming_locations,Languages,release_date
Puss in Boots: The Last Wish,1h 42m,PG,7.8,481757663.0,"['Joel Crawford', 'Januel Mercado']","['Paul Fisher', 'Tommy Swerdlow', 'Tom Wheeler']","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén']",Quest,"['United States', 'Japan']",[],"['English', 'Spanish']",2022
Puss in Boots: The Last Wish,1h 42m,PG,7.8,481757663.0,"['Joel Crawford', 'Januel Mercado']","['Paul Fisher', 'Tommy Swerdlow', 'Tom Wheeler']","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén']",Swashbuckler,"['United States', 'Japan']",[],"['English', 'Spanish']",2022
Puss in Boots: The Last Wish,1h 42m,PG,7.8,481757663.0,"['Joel Crawford', 'Januel Mercado']","['Paul Fisher', 'Tommy Swerdlow', 'Tom Wheeler']","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén']",Action,"['United States', 'Japan']",[],"['English', 'Spanish']",2022
Smile,1h 55m,R,6.5,217408513.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']",Psychological Horror,['United States'],"['North Arlington, New Jersey, USA']","['English', 'Spanish']",2022
Smile,1h 55m,R,6.5,217408513.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']",Supernatural Horror,['United States'],"['North Arlington, New Jersey, USA']","['English', 'Spanish']",2022
Smile,1h 55m,R,6.5,217408513.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']",Tragedy,['United States'],"['North Arlington, New Jersey, USA']","['English', 'Spanish']",2022
Smile,1h 55m,R,6.5,217408513.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']",Mystery,['United States'],"['North Arlington, New Jersey, USA']","['English', 'Spanish']",2022
Smile,1h 55m,R,6.5,217408513.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']",Thriller,['United States'],"['North Arlington, New Jersey, USA']","['English', 'Spanish']",2022
The Lost City,1h 52m,PG-13,6.1,192907684.0,"['Aaron Nee', 'Adam Nee']","['Oren Uziel', 'Dana Fox', 'Adam Nee']","['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe']",Jungle Adventure,['United States'],"['Samana, Dominican Republic']","['English', 'Spanish', 'Latin']",2022
The Unbearable Weight of Massive Talent,1h 47m,R,7.0,29116320.0,['Tom Gormican'],"['Tom Gormican', 'Kevin Etten']","['Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish']",Comedy,"['Croatia', 'United States', 'Hungary']","['Dubrovnik, Croatia']","['English', 'Spanish']",2022
The Unbearable Weight of Massive Talent,1h 47m,R,7.0,29116320.0,['Tom Gormican'],"['Tom Gormican', 'Kevin Etten']","['Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish']",Crime,"['Croatia', 'United States', 'Hungary']","['Dubrovnik, Croatia']","['English', 'Spanish']",2022
The Unbearable Weight of Massive Talent,1h 47m,R,7.0,29116320.0,['Tom Gormican'],"['Tom Gormican', 'Kevin Etten']","['Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish']",Thriller,"['Croatia', 'United States', 'Hungary']","['Dubrovnik, Croatia']","['English', 'Spanish']",2022
Amsterdam,2h 14m,R,6.1,31245810.0,['David O. Russell'],['David O. Russell'],"['Christian Bale', 'Margot Robbie', 'John David Washington']",Conspiracy Thriller,"['United States', 'Japan']","['Los Angeles, California, USA']","['English', 'French', 'German', 'Portuguese']",2022
Amsterdam,2h 14m,R,6.1,31245810.0,['David O. Russell'],['David O. Russell'],"['Christian Bale', 'Margot Robbie', 'John David Washington']",Period Drama,"['United States', 'Japan']","['Los Angeles, California, USA']","['English', 'French', 'German', 'Portuguese']",2022
Amsterdam,2h 14m,R,6.1,31245810.0,['David O. Russell'],['David O. Russell'],"['Christian Bale', 'Margot Robbie', 'John David Washington']",Comedy,"['United States', 'Japan']","['Los Angeles, California, USA']","['English', 'French', 'German', 'Portuguese']",2022
Three Thousand Years of Longing,1h 48m,R,6.7,20282422.0,['George Miller'],"['George Miller', 'Augusta Gore', 'A.S. Byatt']","['Tilda Swinton', 'Idris Elba', 'Erdil Yasaroglu']",Fantasy Epic,"['Australia', 'United States']","['University of Sydney, Camperdown, Sydney, New South Wales, Australia']","['English', 'Greek, Ancient (to 1453)', 'Turkish', 'German', 'French', 'Russian']",2022
Three Thousand Years of Longing,1h 48m,R,6.7,20282422.0,['George Miller'],"['George Miller', 'Augusta Gore', 'A.S. Byatt']","['Tilda Swinton', 'Idris Elba', 'Erdil Yasaroglu']",Supernatural Fantasy,"['Australia', 'United States']","['University of Sydney, Camperdown, Sydney, New South Wales, Australia']","['English', 'Greek, Ancient (to 1453)', 'Turkish', 'German', 'French', 'Russian']",2022
Three Thousand Years of Longing,1h 48m,R,6.7,20282422.0,['George Miller'],"['George Miller', 'Augusta Gore', 'A.S. Byatt']","['Tilda Swinton', 'Idris Elba', 'Erdil Yasaroglu']",Drama,"['Australia', 'United States']","['University of Sydney, Camperdown, Sydney, New South Wales, Australia']","['English', 'Greek, Ancient (to 1453)', 'Turkish', 'German', 'French', 'Russian']",2022
Ponniyin Selvan: Part I,2h 47m,,7.6,21888295.0,"['Mani Ratnam', 'Sruti Harihara Subramanian']","['Mani Ratnam', 'Jayamohan', 'Kumaravel']","['Vikram', 'Aishwarya Rai Bachchan', 'Trisha Krishnan']",Drama,['India'],"['Pondicherry, India']","['Malayalam', 'Kannada', 'Telugu', 'Tamil']",2022
Moonage Daydream,2h 15m,PG-13,7.6,13095781.0,['Brett Morgen'],['Brett Morgen'],"['David Bowie', 'Trevor Bolder', 'Ken Fordham']",Biography,"['United States', 'Germany']",[],['English'],2022
Moonage Daydream,2h 15m,PG-13,7.6,13095781.0,['Brett Morgen'],['Brett Morgen'],"['David Bowie', 'Trevor Bolder', 'Ken Fordham']",Documentary,"['United States', 'Germany']",[],['English'],2022
Moonage Daydream,2h 15m,PG-13,7.6,13095781.0,['Brett Morgen'],['Brett Morgen'],"['David Bowie', 'Trevor Bolder', 'Ken Fordham']",Music,"['United States', 'Germany']",[],['English'],2022
Family Camp,1h 51m,PG,4.8,3973263.0,['Brian Cates'],"['Brian Cates', 'Rene Gutteridge']","['Tommy Woodard', 'Eddie James', 'Leigh-Allyn Baker']",Comedy,['United States'],"['Guthrie, Oklahoma, USA']",['English'],2022
Family Camp,1h 51m,PG,4.8,3973263.0,['Brian Cates'],"['Brian Cates', 'Rene Gutteridge']","['Tommy Woodard', 'Eddie James', 'Leigh-Allyn Baker']",Family,['United States'],"['Guthrie, Oklahoma, USA']",['English'],2022
Decision to Leave,2h 19m,,7.3,22026067.0,['Park Chan-wook'],"['Park Chan-wook', 'Chung Seo-kyung']","['Park Hae-il', 'Tang Wei', 'Lee Jung-hyun']",Thriller,['South Korea'],"['Songgwangsa Temple, Suncheon-si, Jeollanam-do, South Korea']","['Korean', 'Mandarin', 'English']",2022
Emily the Criminal,1h 37m,R,6.7,2157673.0,['John Patton Ford'],['John Patton Ford'],"['Aubrey Plaza', 'Theo Rossi', 'Bernardo Badillo']",Heist,['United States'],"['Puerto Vallarta, Jalisco, Mexico']","['English', 'Arabic', 'Spanish', 'Korean']",2022
Emily the Criminal,1h 37m,R,6.7,2157673.0,['John Patton Ford'],['John Patton Ford'],"['Aubrey Plaza', 'Theo Rossi', 'Bernardo Badillo']",Psychological Drama,['United States'],"['Puerto Vallarta, Jalisco, Mexico']","['English', 'Arabic', 'Spanish', 'Korean']",2022
Emily the Criminal,1h 37m,R,6.7,2157673.0,['John Patton Ford'],['John Patton Ford'],"['Aubrey Plaza', 'Theo Rossi', 'Bernardo Badillo']",Psychological Thriller,['United States'],"['Puerto Vallarta, Jalisco, Mexico']","['English', 'Arabic', 'Spanish', 'Korean']",2022
Emily the Criminal,1h 37m,R,6.7,2157673.0,['John Patton Ford'],['John Patton Ford'],"['Aubrey Plaza', 'Theo Rossi', 'Bernardo Badillo']",Workplace Drama,['United States'],"['Puerto Vallarta, Jalisco, Mexico']","['English', 'Arabic', 'Spanish', 'Korean']",2022
The Railway Children Return,1h 39m,PG,5.5,4298731.0,['Morgan Matthews'],"['Daniel Brocklehurst', 'Jemma Rodgers', 'Lionel Jeffries']","['Beau Gadsdon', 'Eden Hamilton', 'Zac Cudby']",Adventure,"['United States', 'United Kingdom']","['Brontë Parsonage Museum, Church Street, Haworth, Keighley, Bradford, West Yorkshire, England, UK']",['English'],2022
The Railway Children Return,1h 39m,PG,5.5,4298731.0,['Morgan Matthews'],"['Daniel Brocklehurst', 'Jemma Rodgers', 'Lionel Jeffries']","['Beau Gadsdon', 'Eden Hamilton', 'Zac Cudby']",Drama,"['United States', 'United Kingdom']","['Brontë Parsonage Museum, Church Street, Haworth, Keighley, Bradford, West Yorkshire, England, UK']",['English'],2022
The Railway Children Return,1h 39m,PG,5.5,4298731.0,['Morgan Matthews'],"['Daniel Brocklehurst', 'Jemma Rodgers', 'Lionel Jeffries']","['Beau Gadsdon', 'Eden Hamilton', 'Zac Cudby']",Family,"['United States', 'United Kingdom']","['Brontë Parsonage Museum, Church Street, Haworth, Keighley, Bradford, West Yorkshire, England, UK']",['English'],2022
You Won't Be Alone,1h 48m,R,6.4,335465.0,['Goran Stolevski'],['Goran Stolevski'],"['Noomi Rapace', 'Anamaria Marinca', 'Alice Englert']",Horror,"['Australia', 'United Kingdom', 'Serbia']",['Serbia'],"['Macedonian', 'Aromanian']",2022
Paul's Promise,1h 34m,PG,6.7,258545.0,['Matthew Reithmayr'],['Vitya Stevens'],"[""Ryan O'Quinn"", 'Linda Purl', 'Shari Rigby']",Drama,['United States'],[],['English'],2022
