Title,Duration,MPA,Rating,grossWorldWide,directors,writers,stars,genres,countries_origin,filming_locations,Languages,release_date
Avatar: The Way of Water,3h 12m,PG-13,7.5,2320250281.0,['James Cameron'],"['James Cameron', 'Rick Jaffa', 'Amanda Silver']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",Action,['United States'],"['Stone Street Studios, Wellington, New Zealand']",['English'],2022
Avatar: The Way of Water,3h 12m,PG-13,7.5,2320250281.0,['James Cameron'],"['James Cameron', 'Rick Jaffa', 'Amanda Silver']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",Adventure,['United States'],"['Stone Street Studios, Wellington, New Zealand']",['English'],2022
Avatar: The Way of Water,3h 12m,PG-13,7.5,2320250281.0,['James Cameron'],"['James Cameron', 'Rick Jaffa', 'Amanda Silver']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",Fantasy,['United States'],"['Stone Street Studios, Wellington, New Zealand']",['English'],2022
Uncharted,1h 56m,PG-13,6.3,407141258.0,['Ruben Fleischer'],"['Rafe Judkins', 'Art Marcum', 'Matt Holloway']","['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas']",Action,"['United States', 'Spain']","['Lloret de Mar, Girona, Spain']","['English', 'Spanish', 'Latin']",2022
Uncharted,1h 56m,PG-13,6.3,407141258.0,['Ruben Fleischer'],"['Rafe Judkins', 'Art Marcum', 'Matt Holloway']","['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas']",Adventure,"['United States', 'Spain']","['Lloret de Mar, Girona, Spain']","['English', 'Spanish', 'Latin']",2022
Nope,2h 10m,R,6.8,171235592.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea']",Alien Invasion,"['Canada', 'Japan', 'United States']","['Firestone Ranch, Agua Dulce, California, USA']","['English', 'Spanish']",2022
Nope,2h 10m,R,6.8,171235592.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea']",Horror,"['Canada', 'Japan', 'United States']","['Firestone Ranch, Agua Dulce, California, USA']","['English', 'Spanish']",2022
Nope,2h 10m,R,6.8,171235592.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea']",Mystery,"['Canada', 'Japan', 'United States']","['Firestone Ranch, Agua Dulce, California, USA']","['English', 'Spanish']",2022
Nope,2h 10m,R,6.8,171235592.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea']",Sci-Fi,"['Canada', 'Japan', 'United States']","['Firestone Ranch, Agua Dulce, California, USA']","['English', 'Spanish']",2022
The Menu,1h 47m,R,7.2,79628200.0,['Mark Mylod'],"['Seth Reiss', 'Will Tracy']","['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult']",Psychological Horror,['United States'],"['Savannah, Georgia, USA']","['English', 'Spanish']",2022
The Menu,1h 47m,R,7.2,79628200.0,['Mark Mylod'],"['Seth Reiss', 'Will Tracy']","['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult']",Satire,['United States'],"['Savannah, Georgia, USA']","['English', 'Spanish']",2022
The Menu,1h 47m,R,7.2,79628200.0,['Mark Mylod'],"['Seth Reiss', 'Will Tracy']","['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult']",Comedy,['United States'],"['Savannah, Georgia, USA']","['English', 'Spanish']",2022
The Northman,2h 17m,R,7.0,69633110.0,['Robert Eggers'],"['Sjón', 'Robert Eggers']","['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang']",Tragedy,"['United Kingdom', 'China', 'United States']","['Hekla, Rangárvallasýsla, Iceland']","['English', 'Norse, Old', 'Ukrainian']",2022
The Northman,2h 17m,R,7.0,69633110.0,['Robert Eggers'],"['Sjón', 'Robert Eggers']","['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang']",Action,"['United Kingdom', 'China', 'United States']","['Hekla, Rangárvallasýsla, Iceland']","['English', 'Norse, Old', 'Ukrainian']",2022
The Northman,2h 17m,R,7.0,69633110.0,['Robert Eggers'],"['Sjón', 'Robert Eggers']","['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang']",Adventure,"['United Kingdom', 'China', 'United States']","['Hekla, Rangárvallasýsla, Iceland']","['English', 'Norse, Old', 'Ukrainian']",2022
Till,2h 10m,PG-13,7.2,11498884.0,['Chinonye Chukwu'],"['Michael Reilly', 'Keith Beauchamp', 'Chinonye Chukwu']","['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison']",Period Drama,"['United States', 'United Kingdom']","['Greenwood, Mississippi, USA']",['English'],2022
Till,2h 10m,PG-13,7.2,11498884.0,['Chinonye Chukwu'],"['Michael Reilly', 'Keith Beauchamp', 'Chinonye Chukwu']","['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison']",Biography,"['United States', 'United Kingdom']","['Greenwood, Mississippi, USA']",['English'],2022
Till,2h 10m,PG-13,7.2,11498884.0,['Chinonye Chukwu'],"['Michael Reilly', 'Keith Beauchamp', 'Chinonye Chukwu']","['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison']",Crime,"['United States', 'United Kingdom']","['Greenwood, Mississippi, USA']",['English'],2022
BTS Permission to Dance on Stage - Seoul: Live Viewing,3h 15m,TV-14,7.9,32600000.0,['Ha Jung Jae'],[],['BTS'],Concert,[],[],[],2022
BTS Permission to Dance on Stage - Seoul: Live Viewing,3h 15m,TV-14,7.9,32600000.0,['Ha Jung Jae'],[],['BTS'],Documentary,[],[],[],2022
BTS Permission to Dance on Stage - Seoul: Live Viewing,3h 15m,TV-14,7.9,32600000.0,['Ha Jung Jae'],[],['BTS'],Music,[],[],[],2022
Ponniyin Selvan: Part I,2h 47m,,7.6,21888295.0,"['Mani Ratnam', 'Sruti Harihara Subramanian']","['Mani Ratnam', 'Jayamohan', 'Kumaravel']","['Vikram', 'Aishwarya Rai Bachchan', 'Trisha Krishnan']",Drama,['India'],"['Pondicherry, India']","['Malayalam', 'Kannada', 'Telugu', 'Tamil']",2022
Moonage Daydream,2h 15m,PG-13,7.6,13095781.0,['Brett Morgen'],['Brett Morgen'],"['David Bowie', 'Trevor Bolder', 'Ken Fordham']",Biography,"['United States', 'Germany']",[],['English'],2022
Moonage Daydream,2h 15m,PG-13,7.6,13095781.0,['Brett Morgen'],['Brett Morgen'],"['David Bowie', 'Trevor Bolder', 'Ken Fordham']",Documentary,"['United States', 'Germany']",[],['English'],2022
Watcher,1h 36m,R,6.3,3199952.0,['Chloe Okuno'],"['Zack Ford', 'Chloe Okuno']","['Maika Monroe', 'Karl Glusman', 'Burn Gorman']",Horror,"['United Arab Emirates', 'United States', 'Romania']","['Bucharest, Romania']","['English', 'Romanian']",2022
Watcher,1h 36m,R,6.3,3199952.0,['Chloe Okuno'],"['Zack Ford', 'Chloe Okuno']","['Maika Monroe', 'Karl Glusman', 'Burn Gorman']",Thriller,"['United Arab Emirates', 'United States', 'Romania']","['Bucharest, Romania']","['English', 'Romanian']",2022
Out of Darkness,1h 28m,R,5.5,1987281.0,['Andrew Cumming'],"['Ruth Greenberg', 'Andrew Cumming', 'Oliver Kassman']","['Iola Evans', 'Arno Lüning', 'Rosebud Melarkey']",Monster Horror,['United Kingdom'],"['Gairloch, Wester Ross, Scotland, UK']","['English', 'Aboriginal']",2022
2000 Mules,1h 29m,,5.1,1465513.0,"[""Debbie D'Souza"", ""Dinesh D'Souza"", 'Bruce Schooley']","[""Debbie D'Souza"", ""Dinesh D'Souza"", 'Bruce Schooley']","[""Dinesh D'Souza"", 'Catherine Engelbrecht', 'Gregg Phillips']",Documentary,['United States'],[],['English'],2022
Turning Red,1h 40m,PG,7.0,21813358.0,['Domee Shi'],"['Domee Shi', 'Julia Cho', 'Sarah Streicher']","['Rosalie Chiang', 'Sandra Oh', 'Ava Morse']",Coming-of-Age,"['United States', 'Canada']","['Toronto, Ontario, Canada']","['English', 'Cantonese', 'Korean']",2022
Turning Red,1h 40m,PG,7.0,21813358.0,['Domee Shi'],"['Domee Shi', 'Julia Cho', 'Sarah Streicher']","['Rosalie Chiang', 'Sandra Oh', 'Ava Morse']",Computer Animation,"['United States', 'Canada']","['Toronto, Ontario, Canada']","['English', 'Cantonese', 'Korean']",2022
Ante Sundharaniki,2h 53m,,7.6,3097334.0,['Vivek Athreya'],['Vivek Athreya'],"['Nani', 'Nazriya Nazim', 'V.K. Naresh']",Romance,['India'],[],['Telugu'],2022
The Mean One,1h 33m,Not Rated,3.9,1029846.0,['Steven LaMorte'],"['Flip Kobler', 'Finn Kobler', 'Steven LaMorte']","['David Howard Thornton', 'Krystle Martin', 'Chase Mullins']",B-Horror,['United States'],[],['English'],2022
The Mean One,1h 33m,Not Rated,3.9,1029846.0,['Steven LaMorte'],"['Flip Kobler', 'Finn Kobler', 'Steven LaMorte']","['David Howard Thornton', 'Krystle Martin', 'Chase Mullins']",Parody,['United States'],[],['English'],2022
God's Country,1h 42m,R,5.6,493679.0,['Julian Higgins'],"['James Lee Burke', 'Julian Higgins', 'Shaye Ogbonna']","['Thandiwe Newton', 'Joris Jarsky', 'Jefferson White']",Thriller,['United States'],"['Livingston, Montana, USA']",['English'],2022
Deep in the Heart: A Texas Wildlife Story,1h 41m,PG,7.6,480240.0,['Ben Masters'],['Ben Masters'],['Matthew McConaughey'],Nature Documentary,['United States'],"['Texas, USA']",['English'],2022
